steps,wild_mean,mutant_mean,total_count
573,160.101,14.135,174.236
574,159.81,14.248,174.058
575,159.868,14.08,173.948
576,159.619,14.096,173.715
577,159.031,14.079,173.11
578,159.289,14.14,173.429
579,159.298,14.034,173.332
580,160.026,14.303,174.329
581,160.431,14.191,174.622
582,160.434,14.178,174.612
583,159.946,14.356,174.302
584,159.918,14.189,174.107
585,160.206,13.939,174.145
586,159.536,14.178,173.714
587,158.962,14.029,172.991
588,158.732,14.112,172.844
589,159.14,14.119,173.259
590,159.649,14.271,173.92
591,159.664,14.215,173.879
592,159.672,14.143,173.815
593,159.336,14.128,173.464
594,159.508,14.095,173.603
595,159.832,14.234,174.066
596,159.569,14.355,173.924
597,159.249,14.329,173.578
598,159.471,14.3,173.771
599,159.485,14.239,173.724
600,159.443,14.218,173.661
601,159.541,14.245,173.786
602,159.381,14.239,173.62
603,159.73,14.136,173.866
604,159.847,14.282,174.129
605,160.091,14.428,174.519
606,159.736,14.49,174.226
607,159.227,14.476,173.703
608,160.101,14.355,174.456
609,159.766,14.609,174.375
610,159.882,14.364,174.246
611,159.707,14.29,173.997
612,159.064,14.205,173.269
613,159.611,14.336,173.947
614,159.602,14.127,173.729
615,159.283,14.333,173.616
616,159.245,14.391,173.636
617,159.488,14.474,173.962
618,160.21,14.502,174.712
619,159.949,14.326,174.275
620,159.221,14.238,173.459
621,159.201,14.191,173.392
622,159.307,14.125,173.432
623,159.519,14.163,173.682
624,159.181,14.132,173.313
625,159.045,14.2,173.245
626,158.986,14.297,173.283
627,159.306,14.39,173.696
628,159.001,14.233,173.234
629,159.061,14.421,173.482
630,158.846,14.417,173.263
631,158.926,14.519,173.445
632,160.075,14.414,174.489
633,159.52,14.636,174.156
634,159.061,14.54,173.601
635,159.431,14.502,173.933
636,159.923,14.478,174.401
637,159.778,14.415,174.193
638,159.874,14.395,174.269
639,159.419,14.435,173.854
640,158.534,14.46,172.994
641,159.109,14.42,173.529
642,159.326,14.517,173.843
643,158.961,14.686,173.647
644,158.954,14.695,173.649
645,159.013,14.999,174.012
646,158.916,14.927,173.843
647,158.514,14.966,173.48
648,159.045,15.186,174.231
649,159.021,15.282,174.303
650,158.846,15.041,173.887
651,158.617,14.812,173.429
652,158.826,14.914,173.74
653,158.443,15.016,173.459
654,158.409,15.132,173.541
655,158.613,15.24,173.853
656,159.232,15.2,174.432
657,159.35,15.195,174.545
658,158.966,15.117,174.083
659,158.789,15.179,173.968
660,158.402,15.516,173.918
661,158.851,15.743,174.594
662,158.536,15.406,173.942
663,158.567,15.323,173.89
664,158.676,15.33,174.006
665,158.074,15.454,173.528
666,157.918,15.615,173.533
667,157.989,15.636,173.625
668,157.827,15.574,173.401
669,157.847,15.423,173.27
670,157.992,15.553,173.545
671,158.379,15.624,174.003
672,158.313,15.584,173.897
673,158.555,15.528,174.083
674,158.087,15.57,173.657
675,158.499,15.604,174.103
676,158.787,15.649,174.436
677,158.844,15.819,174.663
678,158.621,15.789,174.41
679,157.687,15.761,173.448
680,157.351,15.904,173.255
681,157.388,15.877,173.265
682,158.171,15.909,174.08
683,158.052,15.911,173.963
684,158.577,15.924,174.501
685,158.862,16.04,174.902
686,159.522,16.102,175.624
687,159.185,15.927,175.112
688,159.046,15.88,174.926
689,158.595,15.823,174.418
690,158.223,15.79,174.013
691,157.923,15.84,173.763
692,157.982,15.966,173.948
693,157.581,15.945,173.526
694,157.827,15.928,173.755
695,157.649,16.073,173.722
696,157.359,16.015,173.374
697,156.935,15.878,172.813
698,157.069,15.788,172.857
699,156.83,15.924,172.754
700,157.024,15.921,172.945
701,157.238,15.866,173.104
702,157.412,16.021,173.433
703,156.864,16.06,172.924
704,156.96,16.077,173.037
705,157.034,16.211,173.245
706,157.394,16.367,173.761
707,157.362,16.258,173.62
708,156.875,16.403,173.278
709,156.955,16.38,173.335
710,157.009,16.376,173.385
711,156.837,16.371,173.208
712,156.85,16.399,173.249
713,157.051,16.611,173.662
714,157.106,16.529,173.635
715,157.011,16.354,173.365
716,157.088,16.393,173.481
717,156.925,16.533,173.458
718,157.208,16.673,173.881
719,156.879,16.619,173.498
720,156.804,16.634,173.438
721,157.191,16.61,173.801
722,157.467,16.649,174.116
723,157.361,16.452,173.813
724,157.344,16.515,173.859
725,157.661,16.441,174.102
726,157.184,16.419,173.603
727,157.656,16.416,174.072
728,157.244,16.384,173.628
729,157.272,16.384,173.656
730,157.606,16.501,174.107
731,157.457,16.319,173.776
732,157.803,16.422,174.225
733,157.049,16.56,173.609
734,156.648,16.561,173.209
735,156.685,16.634,173.319
736,156.765,16.714,173.479
737,156.224,16.886,173.11
738,156.218,16.998,173.216
739,156.359,16.895,173.254
740,156.458,17.179,173.637
741,156.878,17.289,174.167
742,156.654,17.247,173.901
743,157.399,17.113,174.512
744,157.6,17.181,174.781
745,157.136,17.11,174.246
746,157.132,17.469,174.601
747,156.559,17.693,174.252
748,156.948,17.806,174.754
749,156.564,17.618,174.182
750,156.583,17.664,174.247
751,156.195,17.74,173.935
752,156.002,17.517,173.519
753,156.809,17.583,174.392
754,156.738,17.474,174.212
755,157.383,17.734,175.117
756,157.0,17.445,174.445
757,156.085,17.727,173.812
758,156.319,17.627,173.946
759,156.623,17.511,174.134
760,156.985,17.333,174.318
761,156.265,17.202,173.467
762,155.869,17.525,173.394
763,155.838,17.663,173.501
764,155.881,17.595,173.476
765,156.194,17.677,173.871
766,156.519,17.802,174.321
767,156.62,17.612,174.232
768,155.881,17.493,173.374
769,155.383,17.511,172.894
770,155.302,17.889,173.191
771,155.726,17.902,173.628
772,156.085,17.947,174.032
773,155.77,17.903,173.673
774,155.872,18.07,173.942
775,156.082,18.048,174.13
776,155.759,18.0,173.759
777,155.913,17.964,173.877
778,155.666,17.959,173.625
779,155.411,18.06,173.471
780,155.26,18.233,173.493
781,155.978,18.058,174.036
782,155.474,18.13,173.604
783,154.883,18.221,173.104
784,154.955,18.224,173.179
785,155.181,18.103,173.284
786,154.877,18.231,173.108
787,155.307,18.369,173.676
788,155.226,18.507,173.733
789,155.272,18.396,173.668
790,155.963,18.456,174.419
791,155.68,18.367,174.047
792,155.838,18.374,174.212
793,155.565,18.355,173.92
794,156.181,18.414,174.595
795,156.127,18.156,174.283
796,156.175,17.954,174.129
797,155.791,18.256,174.047
798,155.69,18.391,174.081
799,155.671,18.249,173.92
800,155.426,18.462,173.888
801,155.385,18.474,173.859
802,155.833,18.547,174.38
803,155.656,18.556,174.212
804,156.022,18.545,174.567
805,156.064,18.42,174.484
806,155.457,18.308,173.765
807,155.735,18.407,174.142
808,155.581,18.526,174.107
809,155.381,18.441,173.822
810,155.643,18.249,173.892
811,155.354,18.203,173.557
812,155.591,18.303,173.894
813,155.821,18.378,174.199
814,155.697,18.434,174.131
815,155.951,18.514,174.465
816,155.559,18.365,173.924
817,155.34,18.294,173.634
818,154.786,18.237,173.023
819,154.96,18.36,173.32
820,155.25,18.392,173.642
821,155.422,18.561,173.983
822,155.527,18.482,174.009
823,155.596,18.615,174.211
824,155.524,18.585,174.109
825,155.626,18.625,174.251
826,155.282,18.672,173.954
827,154.994,18.783,173.777
828,155.652,18.819,174.471
829,155.312,18.874,174.186
830,155.77,19.035,174.805
831,155.509,18.846,174.355
832,154.419,18.872,173.291
833,154.392,18.911,173.303
834,153.805,18.977,172.782
835,154.568,18.989,173.557
836,154.664,18.839,173.503
837,154.518,18.749,173.267
838,154.835,18.978,173.813
839,154.096,19.413,173.509
840,154.498,19.35,173.848
841,154.658,19.365,174.023
842,154.903,19.274,174.177
843,154.698,19.413,174.111
844,154.306,19.338,173.644
845,154.73,19.32,174.05
846,154.362,19.223,173.585
847,154.43,19.277,173.707
848,154.443,19.131,173.574
849,154.986,19.128,174.114
850,154.389,19.19,173.579
851,153.783,19.252,173.035
852,153.57,19.112,172.682
853,154.392,19.016,173.408
854,154.297,19.081,173.378
855,154.304,19.123,173.427
856,154.295,19.339,173.634
857,154.364,19.248,173.612
858,154.753,19.451,174.204
859,154.136,19.299,173.435
860,154.075,19.415,173.49
861,153.83,19.652,173.482
862,154.433,19.566,173.999
863,154.168,19.689,173.857
864,154.093,19.709,173.802
865,154.367,19.896,174.263
866,153.974,20.173,174.147
867,153.671,20.017,173.688
868,153.679,19.999,173.678
869,153.98,20.349,174.329
870,154.207,20.19,174.397
871,154.296,20.291,174.587
872,154.383,20.222,174.605
873,153.855,20.188,174.043
874,153.633,20.187,173.82
875,153.825,20.382,174.207
876,154.241,20.286,174.527
877,153.749,20.377,174.126
878,153.397,20.429,173.826
879,153.037,20.719,173.756
880,153.461,20.727,174.188
881,153.718,20.821,174.539
882,153.374,20.589,173.963
883,153.04,20.689,173.729
884,153.218,20.555,173.773
885,153.052,20.492,173.544
886,153.635,20.398,174.033
887,153.599,20.532,174.131
888,153.602,20.456,174.058
889,153.684,20.533,174.217
890,153.305,20.326,173.631
891,153.418,20.672,174.09
892,153.435,20.381,173.816
893,153.392,20.418,173.81
894,153.418,20.497,173.915
895,153.217,20.513,173.73
896,153.358,20.754,174.112
897,153.219,20.951,174.17
898,152.958,20.941,173.899
899,152.624,20.847,173.471
900,152.779,20.716,173.495
901,153.266,20.649,173.915
902,152.88,20.757,173.637
903,152.145,20.894,173.039
904,152.43,20.779,173.209
905,152.521,20.788,173.309
906,152.459,20.892,173.351
907,152.846,21.06,173.906
908,153.459,20.83,174.289
909,152.764,20.943,173.707
910,153.419,20.957,174.376
911,153.679,21.079,174.758
912,153.774,21.318,175.092
913,153.178,21.18,174.358
914,152.785,21.166,173.951
915,153.061,21.224,174.285
916,152.948,21.258,174.206
917,152.852,21.267,174.119
918,152.938,21.431,174.369
919,153.572,21.423,174.995
920,153.077,21.132,174.209
921,153.073,21.335,174.408
922,152.836,21.194,174.03
923,152.279,21.232,173.511
924,153.215,21.22,174.435
925,152.852,20.991,173.843
926,152.877,21.027,173.904
927,153.311,20.973,174.284
928,152.82,20.866,173.686
929,153.185,20.788,173.973
930,153.114,20.83,173.944
931,153.551,20.942,174.493
932,153.438,20.61,174.048
933,153.433,20.614,174.047
934,153.07,20.674,173.744
935,153.734,20.38,174.114
936,153.357,20.508,173.865
937,153.017,20.76,173.777
938,153.486,20.835,174.321
939,153.366,20.814,174.18
940,153.357,20.891,174.248
941,152.941,20.704,173.645
942,152.849,20.749,173.598
943,153.076,20.749,173.825
944,152.864,20.776,173.64
945,153.086,20.718,173.804
946,153.096,20.795,173.891
947,152.988,21.142,174.13
948,152.922,21.15,174.072
949,153.067,21.263,174.33
950,152.752,21.14,173.892
951,152.978,21.092,174.07
952,152.66,21.4,174.06
953,153.241,21.276,174.517
954,152.882,21.267,174.149
955,153.325,21.095,174.42
956,152.796,20.963,173.759
957,152.247,20.939,173.186
958,152.515,21.181,173.696
959,152.726,21.41,174.136
960,152.526,21.329,173.855
